COUNTER,INTERPOL RAW_CQ,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,,,,,,,,,,,,,,,,,,,,,,,
59,0,4078.974259,4549.743478,3916.410161,4217.948615,4013.846056,4551.28194,4507.179377,4648.717835,3918.974263,4144.102463,3952.820416,4071.281952,4435.384507,4783.076806,0,1687,1691,0,0,13369,737,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
59,0,4045.640927,4627.179374,3919.999904,4216.922974,4175.897334,4539.999889,4601.025529,4642.563989,3932.820417,4237.948614,4068.717849,4084.615285,4435.897327,4795.384498,0,1684,1691,0,0,13370,747,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
59,0,4004.615287,4538.974248,3916.922981,4216.410153,4164.615283,4542.051171,4550.256299,4641.025528,3919.999904,4215.897333,4036.922978,4078.974259,4432.307584,4722.051167,0,1683,1693,0,0,13371,760,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
59,0,3927.692212,4503.589633,3922.051186,4216.922974,4121.02554,4539.999889,4513.333223,4642.051169,3923.076827,4154.871693,3980.512723,4077.948618,4386.153739,4677.948604,0,1682,1693,0,0,13372,764,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
59,0,4051.794773,4609.230657,3926.666571,4216.410153,4211.281948,4539.999889,4605.640913,4645.128092,3944.615288,4272.307588,4078.974259,4089.74349,4465.128096,4825.128087,0,1683,1694,0,0,13373,783,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
59,0,4007.179389,4588.205016,3925.64093,4215.384512,4222.563999,4542.563991,4587.692196,4648.717835,3942.564006,4252.820409,4053.846055,4086.153746,4438.46143,4767.179371,0,1682,1692,0,0,13374,791,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
59,0,3965.128108,4526.153735,3924.102468,4214.358871,4156.410155,4542.051171,4531.794761,4648.717835,3940.512724,4196.410154,4007.179389,4084.102464,4368.717842,4696.410142,0,1682,1694,0,0,13375,808,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
59,0,3989.743492,4560.512709,3922.051186,4214.358871,4183.076821,4541.53835,4555.897324,4643.58963,3941.538365,4258.461434,4048.71785,4084.102464,4397.94861,4766.15373,0,1682,1694,0,0,13376,832,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
59,0,4034.358876,4611.794759,3923.076827,4215.897333,4159.487078,4539.487068,4584.615273,4649.230656,3947.179391,4268.205024,4095.384515,4087.692208,4342.051176,4792.307575,0,1683,1694,0,0,13377,803,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
59,0,4053.846055,4624.615272,3927.692212,4216.410153,4210.769128,4543.076812,4617.948605,4647.692194,3944.102468,4291.281946,4101.538361,4097.948618,4437.948609,4809.743472,0,1683,1693,0,0,13378,817,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
59,0,4039.487081,4598.461426,3928.205032,4216.922974,4177.948616,4539.999889,4584.615273,4643.58963,3947.692211,4259.999896,4070.769131,4091.281951,4401.538354,4790.769114,0,1684,1690,0,0,13379,837,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
60,0,4192.30759,4658.461425,3921.025545,4217.435794,4157.435796,4550.769119,4595.384503,4653.33322,3934.871699,4236.922973,4057.435798,4083.076823,4546.666555,4867.179368,0,1686,1693,0,0,13369,788,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
60,0,4068.205029,4645.128092,3919.999904,4216.922974,4214.358871,4541.02553,4612.8204,4644.102451,3927.179391,4248.717845,4084.615285,4087.179387,4455.897327,4807.17937,0,1684,1691,0,0,13370,747,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
60,0,3952.820416,4525.128094,3916.410161,4216.922974,4117.948617,4539.487068,4543.076812,4643.07681,3922.051186,4185.640923,4024.615286,4082.564003,4397.94861,4687.692193,0,1682,1693,0,0,13371,760,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
60,0,3953.846057,4492.307582,3921.538366,4215.897333,4109.230669,4541.53835,4507.179377,4638.974246,3927.692212,4158.974257,3976.410159,4077.948618,4384.615277,4697.435783,0,1684,1693,0,0,13372,764,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
60,0,4043.076824,4616.922964,3927.692212,4216.410153,4228.717845,4543.076812,4613.846041,4646.666553,3939.999904,4290.769126,4072.820413,4087.692208,4465.128096,4820.512703,0,1684,1694,0,0,13373,783,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
60,0,4004.615287,4582.563991,3925.64093,4215.897333,4225.640922,4545.640914,4580.512709,4649.230656,3939.487083,4248.205024,4047.692209,4085.640926,4435.897327,4776.92296,0,1683,1693,0,0,13374,791,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
60,0,3941.025545,4516.922966,3924.102468,4215.897333,4160.512719,4541.02553,4523.589633,4646.153733,3935.384519,4189.230667,4004.102466,4078.974259,4357.948611,4686.153732,0,1682,1692,0,0,13375,808,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
60,0,3961.538365,4534.871684,3920.512725,4212.82041,4184.102462,4542.051171,4533.846043,4647.179374,3938.461442,4212.307589,4034.871696,4085.640926,4376.92297,4709.743475,0,1682,1694,0,0,13376,832,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
60,0,4038.46144,4593.846042,3925.64093,4214.871692,4197.435795,4542.563991,4568.205016,4647.692194,3944.615288,4257.948614,4091.794772,4086.153746,4332.820407,4759.999884,0,1684,1692,0,0,13377,852,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
60,0,4018.46144,4584.615273,3925.128109,4216.922974,4220.512717,4543.589632,4583.589632,4647.179374,3940.512724,4233.84605,4053.846055,4093.846054,4387.6922,4738.461423,0,1683,1694,0,0,13378,868,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
60,0,4023.589645,4583.589632,3924.102468,4216.410153,4185.128103,4535.384504,4581.53835,4644.102451,3944.102468,4245.128101,4056.922978,4093.846054,4383.589636,4746.666551,0,1682,1692,0,0,13379,837,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
61,0,4129.230668,4598.461426,3918.461443,4216.922974,4127.179386,4544.102453,4550.256299,4642.051169,3917.435802,4204.615282,4011.794774,4068.717849,4501.025531,4803.076806,0,1686,1692,0,0,13369,788,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
61,0,4022.051184,4602.05117,3918.974263,4216.922974,4191.281949,4547.179376,4573.333222,4644.102451,3921.025545,4209.743487,4031.794773,4078.974259,4409.230661,4731.794756,0,1685,1690,0,0,13370,797,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
61,0,3969.743493,4546.666555,3918.974263,4216.922974,4155.384514,4542.563991,4548.205017,4645.640912,3927.179391,4194.871692,4034.871696,4083.589644,4419.487071,4726.666551,0,1683,1693,0,0,13371,813,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
61,0,3968.717852,4535.897325,3921.538366,4216.410153,4152.307591,4542.563991,4545.640914,4645.640912,3940.512724,4206.153743,4013.846056,4087.179387,4434.871686,4733.846038,0,1683,1691,0,0,13372,814,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
61,0,3974.871698,4553.333222,3927.179391,4215.897333,4204.102461,4541.02553,4570.769119,4641.538348,3924.615289,4226.666563,4011.281953,4083.076823,4404.615277,4745.128089,0,1682,1693,0,0,13373,783,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
61,0,3973.846057,4556.922965,3925.128109,4216.410153,4178.461436,4544.102453,4563.076811,4641.538348,3936.922981,4228.205025,4031.794773,4084.615285,4416.410148,4781.538345,0,1683,1692,0,0,13374,791,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
61,0,3939.999904,4508.717838,3920.512725,4216.410153,4141.02554,4542.051171,4519.487069,4647.179374,3931.794776,4195.897333,4003.076825,4075.384516,4353.846047,4715.3845,0,1681,1694,0,0,13375,808,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
61,0,3992.820415,4559.487068,3920.512725,4216.410153,4214.358871,4542.051171,4550.769119,4648.205015,3941.025545,4206.666564,4057.948619,4086.666567,4397.43579,4742.051166,0,1682,1695,0,0,13376,832,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
61,0,4051.281952,4607.692195,3928.205032,4215.384512,4234.358871,4542.563991,4583.076811,4648.205015,3947.179391,4259.999896,4098.461438,4087.692208,4346.66656,4771.281935,0,1683,1691,0,0,13377,852,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
61,0,4040.512722,4578.461427,3924.102468,4216.410153,4222.051179,4542.051171,4575.384504,4645.640912,3946.66657,4225.128102,4058.97426,4093.846054,4374.871688,4765.640909,0,1684,1693,0,0,13378,868,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
61,0,4012.820415,4582.563991,3928.717853,4215.384512,4236.922973,4536.410145,4589.743478,4647.179374,3951.794775,4242.051178,4070.769131,4092.820413,4389.230662,4767.179371,0,1684,1692,0,0,13379,837,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
62,0,4009.230671,4483.589634,3912.820417,4217.435794,3986.666569,4546.153735,4461.025532,4638.974246,3903.076828,4107.179387,3901.025546,4058.461439,4379.999893,4692.307578,0,1684,1693,0,0,13369,788,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
62,0,3998.974261,4577.435786,3919.999904,4217.435794,4136.410155,4551.28194,4553.333222,4641.025528,3922.051186,4188.717846,4006.666569,4073.333234,4381.025534,4727.692192,0,1683,1692,0,0,13370,797,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
62,0,3997.94862,4545.128094,3918.974263,4215.897333,4191.281949,4542.563991,4539.999889,4647.179374,3922.051186,4199.487077,4032.307594,4077.948618,4430.256302,4770.769114,0,1682,1691,0,0,13371,813,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
62,0,4002.564005,4591.281939,3923.589648,4217.435794,4211.281948,4544.102453,4583.076811,4651.281938,3937.948622,4245.640922,4057.435798,4089.74349,4477.948608,4766.66655,0,1684,1691,0,0,13372,814,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
62,0,3991.281954,4550.769119,3927.692212,4215.384512,4189.743487,4540.512709,4573.846042,4644.615271,3931.281955,4205.640923,4020.512722,4084.102464,4402.563995,4756.41014,0,1683,1692,0,0,13373,833,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
62,0,3953.846057,4547.179376,3927.692212,4215.897333,4161.025539,4541.53835,4568.205016,4641.538348,3940.512724,4237.435794,4033.333235,4084.102464,4414.358866,4761.538345,0,1682,1694,0,0,13374,843,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
62,0,3957.435801,4506.153736,3921.025545,4208.717846,4124.102463,4541.53835,4512.820402,4647.179374,3933.333237,4181.538359,3990.256313,4076.922977,4342.563996,4704.61527,0,1682,1693,0,0,13375,808,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
62,0,4014.871697,4571.79476,3921.025545,4218.461435,4207.692205,4542.563991,4558.461427,4643.07681,3942.051186,4239.487076,4056.922978,4085.640926,4402.563995,4794.871678,0,1683,1694,0,0,13376,832,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
62,0,4010.256312,4596.410144,3925.128109,4216.410153,4196.410154,4539.999889,4575.897324,4648.717835,3943.076827,4257.948614,4072.820413,4088.205028,4326.666561,4750.256294,0,1683,1691,0,0,13377,852,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
62,0,4066.666567,4604.102452,3927.179391,4215.897333,4218.974256,4542.051171,4592.30758,4646.666553,3949.743493,4259.999896,4085.640926,4097.435797,4403.589636,4822.051164,0,1683,1693,0,0,13378,868,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
62,0,4032.820414,4606.153734,3933.333237,4216.922974,4252.307588,4541.53835,4611.281939,4649.230656,3959.999903,4265.128101,4096.410156,4092.307592,4417.435789,4826.666549,0,1683,1691,0,0,13379,890,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
63,0,4084.615285,4551.79476,3916.410161,4218.461435,4025.128107,4552.307581,4508.205018,4644.615271,3921.025545,4134.871694,3957.948621,4073.333234,4433.333225,4766.15373,0,1685,1694,0,0,13369,788,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
63,0,4012.820415,4591.79476,3920.512725,4217.948615,4110.25631,4551.79476,4574.871683,4640.512707,3924.615289,4207.179384,4039.487081,4076.922977,4401.538354,4791.281934,0,1684,1692,0,0,13370,797,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
63,0,3989.230672,4525.128094,3916.922981,4215.384512,4172.820411,4542.051171,4534.358863,4642.051169,3924.102468,4191.794769,4028.71785,4079.9999,4413.846046,4750.256294,0,1684,1692,0,0,13371,813,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
63,0,3978.974262,4551.79476,3923.076827,4217.435794,4191.281949,4544.102453,4550.769119,4643.07681,3923.589648,4196.922974,4021.538363,4075.897336,4426.666558,4753.333217,0,1684,1691,0,0,13372,814,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
63,0,4032.307594,4594.871683,3926.666571,4216.410153,4203.589641,4541.02553,4610.256298,4649.743476,3938.974263,4265.640921,4074.358875,4086.666567,4450.769122,4818.461421,0,1682,1691,0,0,13373,833,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
63,0,3964.615288,4556.410145,3923.589648,4214.358871,4150.256309,4542.563991,4574.871683,4646.666553,3940.512724,4250.256306,4038.97426,4084.102464,4419.487071,4739.487064,0,1683,1693,0,0,13374,843,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
63,0,3932.820417,4504.102454,3923.076827,4204.615282,4121.02554,4540.512709,4509.743479,4646.666553,3941.025545,4175.897334,3990.256313,4084.102464,4335.89733,4657.435784,0,1682,1694,0,0,13375,857,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
63,0,4000.512723,4548.717837,3921.025545,4215.897333,4183.589641,4542.563991,4538.974248,4642.563989,3939.487083,4235.384512,4034.358876,4082.051182,4382.051175,4750.256294,0,1682,1693,0,0,13376,832,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
63,0,3977.948621,4572.820401,3924.615289,4215.384512,4192.82041,4540.512709,4557.948606,4646.153733,3942.564006,4246.666563,4052.307593,4086.666567,4298.461433,4731.794756,0,1683,1691,0,0,13377,852,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
63,0,4043.076824,4611.281939,3928.717853,4215.897333,4221.538358,4542.563991,4599.999888,4647.692194,3946.66657,4273.846049,4083.589644,4097.435797,4418.974251,4821.025523,0,1685,1695,0,0,13378,868,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
63,0,4057.435798,4611.794759,3930.256314,4214.871692,4225.128102,4543.589632,4613.846041,4647.179374,3953.333237,4262.051178,4086.153746,4095.897336,4406.153738,4775.897319,0,1684,1692,0,0,13379,890,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
64,0,4205.128102,4665.128091,3919.487084,4216.410153,4147.692206,4553.333222,4591.281939,4644.102451,3934.358878,4241.538358,4068.205029,4083.589644,4547.179376,4894.358855,0,1683,1694,0,0,13369,788,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
64,0,4010.769133,4603.076811,3918.974263,4216.922974,4142.051181,4547.692196,4586.666555,4645.128092,3924.615289,4228.205025,4057.435798,4081.538362,4415.897328,4792.820396,0,1683,1693,0,0,13370,797,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
64,0,3970.256313,4519.487069,3918.974263,4215.897333,4142.564001,4543.076812,4534.871684,4638.461425,3923.076827,4182.05118,4022.051184,4083.076823,4405.128097,4694.87168,0,1684,1690,0,0,13371,813,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
64,0,3913.333238,4484.615275,3921.538366,4216.410153,4116.410156,4543.076812,4509.743479,4638.461425,3921.538366,4124.615284,3956.92298,4068.717849,4355.897329,4678.974245,0,1684,1692,0,0,13372,814,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
64,0,3994.358877,4584.102452,3925.128109,4216.410153,4224.615281,4541.53835,4598.461426,4645.640912,3931.794776,4275.384511,4059.48708,4082.564003,4448.205019,4782.051165,0,1682,1693,0,0,13373,833,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
64,0,3974.358877,4554.358863,3919.999904,4214.358871,4146.153745,4544.102453,4553.846042,4645.128092,3937.435801,4218.974256,4025.128107,4083.589644,4403.076815,4736.410141,0,1683,1693,0,0,13374,843,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
64,0,3929.230673,4517.948607,3923.076827,4214.871692,4144.615283,4540.512709,4526.153735,4648.717835,3944.615288,4210.256307,4012.820415,4086.153746,4361.025534,4677.948604,0,1683,1694,0,0,13375,857,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
64,0,3998.461441,4555.897324,3922.564007,4215.897333,4184.102462,4539.999889,4547.179376,4644.615271,3942.051186,4213.33323,4045.640927,4086.666567,4383.076816,4693.846039,0,1683,1692,0,0,13376,832,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
64,0,4045.128106,4608.205016,3927.179391,4215.897333,4234.871691,4542.563991,4589.743478,4648.205015,3950.769134,4266.153742,4096.410156,4088.717849,4342.051176,4807.69219,0,1683,1691,0,0,13377,852,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
64,0,4013.333235,4589.743478,3927.692212,4215.384512,4201.538359,4541.53835,4585.128093,4646.666553,3940.512724,4261.025537,4057.435798,4092.820413,4396.410149,4762.563986,0,1683,1693,0,0,13378,868,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
64,0,4042.051183,4596.410144,3927.179391,4211.794769,4205.640923,4541.53835,4595.897324,4643.07681,3943.076827,4238.974255,4065.128106,4093.846054,4377.948611,4711.794757,0,1684,1692,0,0,13379,890,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
65,0,4143.589642,4614.358862,3913.846058,4215.897333,4131.794771,4551.28194,4547.179376,4641.025528,3914.358879,4219.487076,4016.922979,4069.23067,4496.922967,4837.435779,0,1684,1693,0,0,13369,788,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
65,0,4018.974261,4593.846042,3917.948622,4216.410153,4189.230667,4542.051171,4571.79476,4644.615271,3923.589648,4224.615281,4037.948619,4081.025541,4408.717841,4741.025525,0,1684,1694,0,0,13370,797,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
65,0,3955.897339,4523.589633,3919.487084,4215.897333,4129.743489,4542.563991,4534.358863,4643.07681,3915.89734,4163.589642,4004.615287,4079.48708,4400.512713,4679.487065,0,1684,1690,0,0,13371,813,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
65,0,3917.435802,4508.717838,3923.076827,4216.922974,4133.333232,4541.02553,4534.358863,4645.640912,3930.769135,4154.358873,3979.999903,4080.512721,4381.538354,4664.10245,0,1685,1691,0,0,13372,814,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
65,0,3976.410159,4553.333222,3926.666571,4216.410153,4219.999897,4541.53835,4567.179375,4645.640912,3929.743494,4237.435794,4026.666568,4078.974259,4428.20502,4741.025525,0,1683,1691,0,0,13373,833,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
65,0,3978.974262,4562.05117,3924.102468,4216.410153,4196.410154,4543.589632,4552.820401,4643.07681,3939.999904,4220.512717,4031.794773,4085.128105,4409.743482,4754.871679,0,1683,1693,0,0,13374,843,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
65,0,3972.820416,4537.948607,3921.025545,4219.999897,4174.358872,4542.563991,4537.435786,4646.153733,3941.025545,4224.615281,4020.512722,4081.025541,4383.076816,4750.769115,0,1683,1694,0,0,13375,857,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
65,0,4000.512723,4587.179375,3923.589648,4217.435794,4199.487077,4539.999889,4574.358863,4644.615271,3945.640929,4232.307589,4072.307593,4092.820413,4405.640918,4720.512705,0,1683,1691,0,0,13376,884,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
65,0,4073.846054,4629.230656,3924.615289,4218.461435,4193.333231,4541.02553,4607.179375,4649.743476,3949.230673,4275.897331,4110.76913,4088.205028,4366.66656,4842.563984,0,1682,1691,0,0,13377,852,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
65,0,4041.538363,4587.179375,3927.692212,4215.897333,4192.30759,4543.076812,4582.05117,4645.640912,3944.615288,4255.897332,4055.897337,4092.820413,4384.615277,4717.435782,0,1684,1694,0,0,13378,868,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
65,0,4005.128107,4587.692196,3928.717853,4215.384512,4205.640923,4541.53835,4584.102452,4642.563989,3946.15375,4241.538358,4071.281952,4087.692208,4385.128098,4785.128088,0,1683,1694,0,0,13379,890,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
66,0,4027.179389,4509.230659,3911.281956,4216.922974,4043.076824,4546.153735,4467.692198,4639.999887,3902.564007,4107.692207,3912.307597,4057.435798,4387.17938,4695.897321,450,1683,1692,0,0,13369,788,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
66,0,4046.153747,4593.333221,3917.948622,4216.922974,4185.128103,4541.53835,4566.666555,4638.974246,3926.15375,4205.640923,4038.97426,4079.9999,4418.974251,4748.717833,455,1683,1693,0,0,13370,797,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
66,0,3969.230672,4541.53835,3918.974263,4215.384512,4157.948616,4541.53835,4547.179376,4641.025528,3920.512725,4182.564,4017.435799,4080.512721,4414.358866,4729.230654,456,1683,1689,0,0,13371,813,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
66,0,3960.512724,4555.897324,3924.102468,4217.948615,4188.205026,4538.974248,4567.692196,4646.153733,3933.333237,4208.205025,4031.794773,4085.640926,4438.46143,4747.692192,461,1685,1691,0,0,13372,814,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
66,0,4016.922979,4564.615273,3928.205032,4216.922974,4191.281949,4541.02553,4571.79476,4650.769117,3931.794776,4241.025537,4048.205029,4081.538362,4442.563994,4785.640909,462,1682,1693,0,0,13373,833,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
66,0,3989.743492,4572.307581,3925.64093,4216.922974,4226.666563,4541.53835,4571.281939,4642.051169,3943.076827,4257.435793,4048.71785,4086.666567,4434.358866,4758.461422,462,1682,1694,0,0,13374,843,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
66,0,3981.025544,4538.974248,3921.025545,4213.846051,4172.30759,4542.051171,4534.358863,4641.538348,3937.948622,4207.179384,4013.846056,4083.589644,4373.846047,4744.615269,462,1684,1694,0,0,13375,857,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
66,0,4004.102466,4591.281939,3921.025545,4215.897333,4227.692204,4541.02553,4574.358863,4645.640912,3943.589647,4260.512716,4076.410157,4088.205028,4423.076815,4778.974242,462,1684,1691,0,0,13376,884,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
66,0,4007.69221,4590.256298,3922.051186,4216.922974,4153.846052,4539.999889,4570.256298,4645.640912,3939.487083,4248.205024,4067.179388,4086.666567,4316.922971,4759.487063,462,1683,1692,0,0,13377,901,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
66,0,4073.846054,4613.846041,3927.692212,4215.897333,4218.461435,4542.563991,4603.076811,4646.666553,3952.307596,4265.128101,4083.589644,4096.922977,4411.794764,4765.128089,462,1684,1692,0,0,13378,868,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
66,0,4010.256312,4588.717837,3928.717853,4217.435794,4214.358871,4542.563991,4586.666555,4647.179374,3955.897339,4262.051178,4081.538362,4089.230669,4399.999892,4833.333215,462,1684,1693,0,0,13379,890,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
67,0,4077.948618,4545.128094,3917.948622,4218.461435,4039.999901,4545.640914,4501.025531,4638.974246,3923.076827,4132.307591,3955.384519,4071.281952,4429.230661,4731.794756,454,1684,1691,0,0,13369,840,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
67,0,4024.615286,4598.974247,3917.948622,4217.435794,4151.79477,4539.999889,4571.79476,4641.025528,3926.666571,4199.999897,4050.769132,4076.410157,4424.615276,4794.358857,457,1683,1693,0,0,13370,849,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
67,0,3974.871698,4534.871684,3917.948622,4215.897333,4159.487078,4543.076812,4544.102453,4636.410143,3922.051186,4203.07682,4025.128107,4080.512721,4417.435789,4744.615269,457,1684,1690,0,0,13371,813,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
67,0,3971.281954,4544.615273,3921.025545,4217.435794,4154.358873,4545.128094,4557.435786,4638.461425,3929.230673,4189.230667,4019.487081,4080.512721,4434.871686,4795.384498,461,1684,1690,0,0,13372,865,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
67,0,4022.564004,4580.512709,3926.666571,4216.410153,4195.897333,4541.53835,4579.999888,4646.153733,3933.333237,4249.743486,4067.692208,4086.666567,4446.153737,4806.153729,462,1683,1693,0,0,13373,833,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
67,0,3981.538364,4556.922965,3923.076827,4215.384512,4190.256308,4542.563991,4565.128093,4644.102451,3938.974263,4235.384512,4037.948619,4083.076823,4425.128097,4746.666551,462,1683,1693,0,0,13374,843,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
67,0,3949.230673,4526.153735,3922.564007,4215.384512,4149.230668,4541.02553,4533.333222,4645.640912,3933.846058,4206.666564,4011.281953,4086.153746,4357.435791,4674.35886,462,1683,1693,0,0,13375,857,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
67,0,4010.256312,4575.897324,3918.461443,4215.384512,4230.256307,4539.999889,4555.897324,4641.538348,3937.948622,4244.10246,4061.538362,4083.076823,4412.307584,4777.948601,461,1683,1690,0,0,13376,884,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
67,0,4002.564005,4583.589632,3925.64093,4214.871692,4212.307589,4542.563991,4559.487068,4644.102451,3944.102468,4242.051178,4075.897336,4088.205028,4303.589638,4736.922961,464,1683,1693,0,0,13377,901,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
67,0,4047.692209,4618.461426,3926.15375,4215.897333,4232.307589,4538.461427,4608.205016,4646.153733,3948.205032,4270.769126,4084.615285,4099.487079,4426.666558,4809.743472,464,1684,1694,0,0,13378,920,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
67,0,4037.435799,4586.153734,3927.179391,4213.846051,4206.153743,4542.563991,4585.640914,4648.717835,3950.256314,4254.35887,4074.871695,4091.794772,4391.281944,4752.307576,464,1683,1693,0,0,13379,890,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
68,0,4181.538359,4645.640912,3919.999904,4218.461435,4109.743489,4547.179376,4577.948606,4643.07681,3933.846058,4237.435794,4056.922978,4082.564003,4535.897325,4877.948599,473,1682,1689,0,0,13369,840,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
68,0,3974.358877,4574.871683,3917.435802,4217.435794,4131.794771,4542.051171,4559.487068,4645.128092,3921.025545,4203.589641,4029.230671,4072.307593,4389.230662,4770.256294,474,1684,1693,0,0,13370,849,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
